id,name,slug,category,address,phone,website,opening_hours,latitude,longitude,google_place_id,osm_id,osm_match_confidence
apify-ChIJPQg-9bzwGA0RxViTvvaZ6Zg,Churrasqueira O Ilha,churrasqueira-o-ilha,Churrascaria,"R. Dr. Guilherme Nunes Godinho, Fazendas de Almeirim, Portugal",+351243599154,,,39.184566,-8.5931738,ChIJPQg-9bzwGA0RxViTvvaZ6Zg,,
apify-ChIJ9UEhuk3wGA0RRpo3HrATtYQ,Cisco - Cozinha Tradicional,cisco-cozinha-tradicional,Restaurante,"Rua do Matadouro Municipal 67, 2080-107 Almeirim, Portugal",+351930569289,,,39.2001501,-8.6254652,ChIJ9UEhuk3wGA0RRpo3HrATtYQ,,
apify-ChIJ0foKLm3lGA0RHRmHp8Sebg4,Constantino das Enguias,constantino-das-enguias,Restaurante,"R. do Campo da Bola 25, 2080-400, Portugal",+351243589156,https://www.facebook.com/Restaurante-Constantino-das-Enguias-404108593036757/,,39.1237886,-8.6529507,ChIJ0foKLm3lGA0RHRmHp8Sebg4,,
apify-ChIJpaivsrLxGA0RcFBxLsoI9vc,"Convivio Grupo Quatro - Pastelaria, Lda.",convivio-grupo-quatro-pastelaria-lda,Confeitaria,"R. Dionísio Saraiva 51, 2080-104 Santarém, Portugal",+351243592806,,,39.2081591,-8.6277063,ChIJpaivsrLxGA0RcFBxLsoI9vc,,
apify-ChIJm1QnGjzlGA0RpiotinJVtns,Cortiçóis,corticois,restauração,"2080-392 Almeirim, Portugal",,,,39.1367036,-8.6775921,ChIJm1QnGjzlGA0RpiotinJVtns,,
apify-ChIJXc4-_k3wGA0RcJcrvK3A3os,David Parque,david-parque,Restaurante,"Largo da Praça de Toiros, 15 030, Almeirim, Portugal",+351243591475,https://www.tripadvisor.pt/ShowUserReviews-g2589401-d5959244-r409892104-Restaurante_David_Parque-Almeirim_Santarem_District_Central_Portugal.html,,39.2022977,-8.6274939,ChIJXc4-_k3wGA0RcJcrvK3A3os,,
apify-ChIJdUhf9MfxGA0RNyWAJmXfeXo,Doce Limão,doce-limao,Espresso bar,"R. Gen. Humberto Delgado 2, 2080-171 Almeirim, Portugal",,,,39.2095348,-8.6226881,ChIJdUhf9MfxGA0RNyWAJmXfeXo,,
apify-ChIJF3u8iLLxGA0R0LCN5K9YGzc,Doce Pecado,doce-pecado,Café,"R. 5 de Outubro 110 120, 2080-109 Almeirim, Portugal",,,,39.2100934,-8.6276634,ChIJF3u8iLLxGA0R0LCN5K9YGzc,,
apify-ChIJEW0h_7LxGA0Rj6s7hlKGrPg,Dona Amália,dona-amalia,Café,"2080-052 Almeirim, Portugal",,,,39.2103602,-8.629523,ChIJEW0h_7LxGA0Rj6s7hlKGrPg,,
apify-ChIJB2nWuhTlGA0RI7TUfKiIY3g,Edmundo e Almeida Domingos,edmundo-e-almeida-domingos,Café,"R. 1º de Maio 37, 2080-400, Portugal",+351243589357,http://www.edmundodomingos.pt/,,39.1241083,-8.6587049,ChIJB2nWuhTlGA0RI7TUfKiIY3g,,
apify-ChIJZ5BbPgDlGA0RNu_tvVM8vcA,Elétrico da Azeitada,eletrico-da-azeitada,Restaurante,"R. Nova da Azeitada, 2080-303 Azeitada, Portugal",+351936236004,,,39.1570252,-8.6679528,ChIJZ5BbPgDlGA0RNu_tvVM8vcA,,
apify-ChIJTxuk9yf7GA0ROJuBqT3HdlM,Escondidinho café restaurante,escondidinho-cafe-restaurante,Café,"R Edmundo Manuel Loureiro Da Gaga, 2080-400 Almeirim, Portugal",+351916579891,,,39.1238054,-8.6482504,ChIJTxuk9yf7GA0ROJuBqT3HdlM,,
apify-ChIJaYxSx4DxGA0RPQMmgT-Ug_4,Falaq kebab e pizzaria,falaq-kebab-e-pizzaria,Pizzaria,"R. Manuel Andrade 13, 2080-162 Almeirim, Portugal",+351911043407,,,39.2088982,-8.6298031,ChIJaYxSx4DxGA0RPQMmgT-Ug_4,,
apify-ChIJIzQgWbPxGA0RKfqoGgXFkJk,FIDELIDADE,fidelidade,Restaurante,"2080-159 Almeirim, Portugal",,,,39.208623,-8.6323798,ChIJIzQgWbPxGA0RKfqoGgXFkJk,,
apify-ChIJQW2TZbPxGA0R6i2CxXhGPT4,Fiuza & Bright,fiuza-bright,Vinícola,"Largo Gen. Guerra nº2, 2080-184 Almeirim, Portugal",+351243597491,http://www.fiuzawines.pt/,,39.2100054,-8.6324089,ChIJQW2TZbPxGA0R6i2CxXhGPT4,,
apify-ChIJMxBgJQDxGA0Rmp3gFCDRTjs,Fonte Nova caffé bar,fonte-nova-caffe-bar,Lanchonete,"R. do Campo da Bola, 2080-008 Almeirim, Portugal",+351919881477,,,39.2113943,-8.6159655,ChIJMxBgJQDxGA0Rmp3gFCDRTjs,,
apify-ChIJX-vuoALxGA0RRvpZEFH6JCM,Genki Sushi Almeirim,genki-sushi-almeirim,restauração,"Portugal, PT Almeirim Rua de Timor n*19邮政编码: 2080-103",+351243599083,,,39.2033776,-8.6273154,ChIJX-vuoALxGA0RRvpZEFH6JCM,,
apify-ChIJT_UAvKzxGA0RgoodA5yXuGo,Grão De Café,grao-de-cafe,Café,"R. Gen. Humberto Delgado, 2080-062 Almeirim, Portugal",,,,39.2094151,-8.6225477,ChIJT_UAvKzxGA0RgoodA5yXuGo,,
apify-ChIJaVWi3rPxGA0RL5m0tmb5m6g,Hambúrgueria Churrasqueira Fogo Santo,hamburgueria-churrasqueira-fogo-santo,Restaurante,"Praça da República 8, 2080-044 Almeirim, Portugal",+351936466344,https://instagram.com/fogosantoalmeirim?igshid=YmMyMTA2M2Y=,,39.2100132,-8.6303807,ChIJaVWi3rPxGA0RL5m0tmb5m6g,,
fc39d06d9cfd,Império,imperio,cafe,Almeirim,,,,39.2097484,-8.6307668,,way-506274137,1
apify-ChIJUYIzPlzxGA0Rbkvx66W9UAk,Janeiro das Marmitas,janeiro-das-marmitas,Restaurante de comida natural,"Praceta Ten-Cel. Salgueiro Maia Loja 1A, 2080-000 Almeirim, Portugal",+351913648659,https://restaurantesojaneiro.pt/,,39.2053973,-8.623413,ChIJUYIzPlzxGA0Rbkvx66W9UAk,,
apify-ChIJc55XoK3xGA0ReNfO47vPFmI,Janeiro Original,janeiro-original,Restaurante,"R. dos Aliados n13 C, 2080-116 Almeirim, Portugal",+351968833340,https://restaurantesojaneiro.pt/,,39.2109449,-8.6255287,ChIJc55XoK3xGA0ReNfO47vPFmI,,
apify-ChIJOYfnEUvwGA0RQmTyoOzOGio,Jaquim d'Adelina,jaquim-d-adelina,Restaurante de frutos do mar,"Tv. de São Roque, 2080-098 Almeirim, Portugal",+351243593412,https://www.facebook.com/profile.php?id=100014313514161&fref=ts,,39.2056724,-8.6343664,ChIJOYfnEUvwGA0RQmTyoOzOGio,,
apify-ChIJDfDluK3xGA0RY5dNlhy3X0w,Juhuilou,juhuilou,Restaurante chinês,"Rua do Matadouro Municipal 45A, 2080-107 Almeirim, Portugal",+351243593837,https://www.facebook.com/juhuilou/,,39.2009787,-8.6263279,ChIJDfDluK3xGA0RY5dNlhy3X0w,,
apify-ChIJK17KqGzxGA0RbEYEb_NQbIw,Kebab Istanbul Almeirim,kebab-istanbul-almeirim,Restaurante,"R. Manuel Andrade 13, 2080-162 Almeirim, Portugal",+351210805058,,,39.2088982,-8.6298031,ChIJK17KqGzxGA0RbEYEb_NQbIw,,
apify-ChIJN4eHn97xGA0RVI1xhVNkUzw,Liz Burguer Premium,liz-burguer-premium,Hamburgueria,"Zona Industrial Almeirim lote 65, 2080-222 Almeirim, Portugal",+351926708322,,,39.1929543,-8.6180815,ChIJN4eHn97xGA0RVI1xhVNkUzw,,
apify-ChIJ1VrSBj7xGA0Rawz3IlULpXE,Maçã de Adão,maca-de-adao,Café,"Tv. da Olaria, 2080-065 Almeirim, Portugal",,,,39.20952,-8.6292445,ChIJ1VrSBj7xGA0Rawz3IlULpXE,,
apify-ChIJl58W5YbxGA0RKPXHReal7vM,Mercearia de Almeirim,mercearia-de-almeirim,Restaurante,"R. Conde da Taipa n° 8, 2080-067 Almeirim, Portugal",+351911723850,,,39.2117739,-8.626545,ChIJl58W5YbxGA0RKPXHReal7vM,,
apify-ChIJJYnMPbPxGA0RyHe4SByqoZU,Mestre Salsa,mestre-salsa,Confeitaria,"R. Dr. Óscar da Costa Neves 16, 2080-130 Almeirim, Portugal",+351963539967,http://www.mestresalsa.com/,,39.21044,-8.6287788,ChIJJYnMPbPxGA0RyHe4SByqoZU,,
apify-ChIJq6ppo1PwGA0RGtTFcVgn85Q,Mr King Kebab & Pizza House,mr-king-kebab-pizza-house,Restaurante,"Praça Tn Coronel Salgueiro Maia, n°5, 2080-049 Almeirim, Portugal",+351920202741,,,39.2052943,-8.6232865,ChIJq6ppo1PwGA0RGtTFcVgn85Q,,
apify-ChIJC4LoThfxGA0RLiru60XDk2A,News,news,Restaurante,"Praça Lourenço de Carvalho 7, 2080-043 Almeirim, Portugal",+351918470238,,,39.2081635,-8.6283939,ChIJC4LoThfxGA0RLiru60XDk2A,,
apify-ChIJcxlF-pnwGA0R3muJOfznsuI,Nicola Cafetaria,nicola-cafetaria,Café,"Fazendas de Almeirim, Portugal",,,,39.1787006,-8.5991114,ChIJcxlF-pnwGA0R3muJOfznsuI,,
apify-ChIJNa3b_avxGA0R0kS4C9V3EHM,O Alaska,o-alaska,Restaurante,"Avenida Dom João I 22, 2080-014 Almeirim, Portugal",+351243055355,,,39.2136234,-8.6212853,ChIJNa3b_avxGA0R0kS4C9V3EHM,,
apify-ChIJL_AqTbPxGA0RtDqUrqhQneA,O Bago,o-bago,Confeitaria,"Rua de Coruche 11, 2080-038 Almeirim, Portugal",+351243596347,,,39.2073583,-8.6311183,ChIJL_AqTbPxGA0RtDqUrqhQneA,,
apify-ChIJz2zZmq7xGA0ReWEs6ff_b7E,O Bom Café,o-bom-cafe,Café,"Almeirim, Portugal",,,,39.2140455,-8.6235693,ChIJz2zZmq7xGA0ReWEs6ff_b7E,,
apify-ChIJ7Y3zfADxGA0RgHHWbVDYXA0,O Cantinho Da Carla,o-cantinho-da-carla,Confeitaria,"R. dos Aliados 123, 2080-116 Almeirim, Portugal",,,,39.2090075,-8.6210358,ChIJ7Y3zfADxGA0RgHHWbVDYXA0,,
apify-ChIJKRVQTwDxGA0Rh9ff9xPeGVs,O Cantinho do Miguel,o-cantinho-do-miguel,Café,"R. Francisco de Hollanda 20, 2080-192 Almeirim, Portugal",+351912421120,,,39.2146455,-8.6262028,ChIJKRVQTwDxGA0Rh9ff9xPeGVs,,
apify-ChIJGeKUWnHxGA0RqtCnbPbvIco,O Canto do Patrão,o-canto-do-patrao,Pizzaria,"Rua Padre Eduardo da Silva n 208, 2080-517 Fazendas de Almeirim, Portugal",+351912031678,,,39.1780441,-8.5878009,ChIJGeKUWnHxGA0RqtCnbPbvIco,,
d77efde1c0c1,o Capeto,o-capeto,Restaurante,Almeirim,+351 932 125 511,,,39.2084311,-8.619568,ChIJ79SeylTwGA0RNmUSxesXpx8,node-7661614585,1
apify-ChIJIyt6o2zlGA0RtT8r8ecdDR8,O Fatita,o-fatita,Churrascaria,"R. Direita 210, 2080-329 EN118, Portugal",+351243581339,,,39.1426799,-8.6881668,ChIJIyt6o2zlGA0RtT8r8ecdDR8,,
3176c0f3a579,O Forno,o-forno,Restaurante,"Largo da Praça de Touros 23, 2080-030, Almeirim",+351 243 241 163,http://www.restauranteoforno.pt/,,39.2022,-8.6273832,ChIJkeDYuVLwGA0RGFIDDMEpmHM,node-12907400733,1
apify-ChIJqQd6UVDwGA0RoAbNkHGLUyQ,O Galinha,o-galinha,Restaurante,"R. Ilha da Madeira 16 j, 2080-078 Almeirim, Portugal",+351243595446,,,39.2004271,-8.6249573,ChIJqQd6UVDwGA0RoAbNkHGLUyQ,,
apify-ChIJdVVYzlHwGA0RFoaIeGI6jdI,O Janeiro da Praça,o-janeiro-da-praca,Restaurante,"Rua do Matadouro Municipal 57, 2080-107 Almeirim, Portugal",+351962714974,https://restaurantesojaneiro.pt/,,39.2005342,-8.6257393,ChIJdVVYzlHwGA0RFoaIeGI6jdI,,
b89760476266,O Minhoto,o-minhoto,restaurant,"Rua de Timor 4, 2080-103, Almeirim",,,,39.2031156,-8.6271495,,node-12897345667,1
apify-ChIJM0-o_03wGA0RO7OITXshbok,O Minhoto (Sopa da Pedra),o-minhoto-sopa-da-pedra,Restaurante,"Rua de Timor 4, 2080-103, Almeirim",+351243592057,https://www.facebook.com/pages/O-Minhoto/1880945548883678,,39.2031156,-8.6271495,ChIJM0-o_03wGA0RO7OITXshbok,node-12897345667,0.58
3a0942d891c9,O Pinheiro,o-pinheiro,Restaurante português,"Largo da Praça de Touros 41, 2080-030, Almeirim",+351243592052,https://www.facebook.com/Restaurante-O-Pinheiro-125080587561562,,39.2014826,-8.6267976,ChIJz7_B3lHwGA0R0rhoQ-RMoSg,node-12907516221,1
5875f345408c,O Poço Velho,o-poco-velho,bar,Almeirim,,,,39.2068834,-8.629605,,way-506131961,1
83fdb1a1ff38,O Toucinho,o-toucinho,Restaurante,"Rua de Macau 12, 2080-095, Almeirim",+351 243 592 237,http://www.toucinho.com/,,39.2031544,-8.6273113,ChIJEeKYWQ7xGA0RQlHkz5I6Iyo,node-12892154947,1
apify-ChIJTQR10TflGA0RzSn6J1gQemM,O Vital - Café Marisqueira,o-vital-cafe-marisqueira,Espresso bar,"Rua Doutor António Moita, Cortiçóis, 2080-328, Portugal",+351243589410,,,39.1379414,-8.6776057,ChIJTQR10TflGA0RzSn6J1gQemM,,
apify-ChIJXdHABU7wGA0R28xAS06_jfY,O Zézano,o-zezano,Restaurante,"2080-030 Almeirim, Portugal",+351243509281,,,39.2025293,-8.6276441,ChIJXdHABU7wGA0R28xAS06_jfY,,
apify-ChIJydC3QLzwGA0RtoQ0Gc8bQQ4,Olympus Bar,olympus-bar,Bar,"R. Dr. José Mauricio de Carvalho 15, 2080-563 Fazendas de Almeirim, Portugal",+351962356639,https://wwwbar.de/olympus-bar/,,39.1837388,-8.5903988,ChIJydC3QLzwGA0RtoQ0Gc8bQQ4,,
apify-ChIJ6UHYLADxGA0R6gU1VrMpkQs,Os Bifanástikos,os-bifanastikos,Restaurante,"R. Mal. Craveiro Lopes 152, 2080-588 Fazendas de Almeirim, Portugal",+351933674116,https://www.facebook.com/share/1BDbxA3bDT/,,39.1792069,-8.5982999,ChIJ6UHYLADxGA0R6gU1VrMpkQs,,
apify-ChIJU0IEcAD7GA0RlZcYV8O8MnY,Padaria Pastelaria Pinto,padaria-pastelaria-pinto,Confeitaria,"R. Direita 31, 2080, Portugal",,,,39.1265486,-8.6504044,ChIJU0IEcAD7GA0RlZcYV8O8MnY,,
apify-ChIJ2__Y9r7xGA0RYJAaiD_GCH0,Padeirinha dos Leitões,padeirinha-dos-leitoes,Restaurante familiar,"Rua do Matadouro Municipal 53, 2080-107 Almeirim, Portugal",,https://www.padeirinhadosleitoes.pt/,,39.2006396,-8.6259426,ChIJ2__Y9r7xGA0RYJAaiD_GCH0,,
apify-ChIJO0tW4aTwGA0RFfr1nZr1ENY,Pastelaria Chamel,pastelaria-chamel,Confeitaria,"R. Dr. Guilherme Nunes Godinho 404, Fazendas de Almeirim, Portugal",+351243599142,,,39.1785982,-8.5861309,ChIJO0tW4aTwGA0RFfr1nZr1ENY,,
apify-ChIJW3gWyR_xGA0RoNj9v6ZfpVY,Pastelaria Snack Bar O Titanic,pastelaria-snack-bar-o-titanic,Confeitaria,"R. Dionísio Saraiva 19, 2080-104 Almeirim, Portugal",+351243593696,,,39.208585,-8.6282368,ChIJW3gWyR_xGA0RoNj9v6ZfpVY,,
apify-ChIJJXPlnFTwGA0RH4waKR4vBSk,Pastelaria Titanic,pastelaria-titanic,Restaurante,"R. Moinho de Vento, Almeirim, Portugal",,,,39.2067369,-8.6213718,ChIJJXPlnFTwGA0RH4waKR4vBSk,,
apify-ChIJEQZVFWfxGA0RtPtl-wjoyHA,Pátio dos Sabores,patio-dos-sabores,Restaurante,"Praça da República 8, 2080-044 Almeirim, Portugal",+351919413163,,,39.2100132,-8.6303807,ChIJEQZVFWfxGA0RtPtl-wjoyHA,,
apify-ChIJeW107LLxGA0RGOVd2CgUM6Y,Paulo's - Restaurante Marisqueira em Almeirim (Tradicional Sopa De Pedra),paulo-s-restaurante-marisqueira-em-almeirim-tradicional-sopa,Restaurante de frutos do mar,"Largo Praça Touros 11, 2080-030 Almeirim, Portugal",+351243592200,https://www.facebook.com/paulos.marisqueira,,39.2024655,-8.6276116,ChIJeW107LLxGA0RGOVd2CgUM6Y,,
apify-ChIJb0_n_qrxGA0Rg1WUKHt-U38,Petiscaria A Pipa,petiscaria-a-pipa,Restaurante,"R. de São José, Fazendas de Almeirim, Portugal",+351243597589,,,39.1769796,-8.5808203,ChIJb0_n_qrxGA0Rg1WUKHt-U38,,
apify-ChIJub2Ls6vxGA0Ra9bnOBhJtHo,Pizza Burguer,pizza-burguer,Restaurante,"Avenida Dom João I LT 48, 2080-014 Almeirim, Portugal",+351914962991,https://pizzaburguer.pt/,,39.2122647,-8.6190635,ChIJub2Ls6vxGA0Ra9bnOBhJtHo,,
apify-ChIJ89wcJ03wGA0RfpxRdMZQR5Y,Poço Velho,poco-velho,Bar,"R. do Pinhal 44, 2080-110 Almeirim, Portugal",+351919881477,https://poco-velho.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,,39.2068834,-8.629605,ChIJ89wcJ03wGA0RfpxRdMZQR5Y,way-506131961,0.7
apify-ChIJUapuDGrlGA0RzgeIhdd2kmE,Primavera,primavera,Café,"R. Direita 36, 2080-329, Portugal",+351243589186,,,39.1459277,-8.6829008,ChIJUapuDGrlGA0RzgeIhdd2kmE,node-9943102429,0.9
